<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBER;D;20250519;000000;311.48;313;306.34;308.33;44482040
SBER;D;20250520;000000;308.88;309.55;304.7;306.16;19804720
SBER;D;20250521;000000;306.18;307.56;302.89;303.98;20454350
SBER;D;20250522;000000;304.03;305.6;299.17;302.66;35011620
SBER;D;20250523;000000;302.8;305;301.33;302.22;17168890
SBER;D;20250526;000000;302.23;302.49;295.5;297.77;34610630
SBER;D;20250527;000000;297.68;299.9;293.08;298.7;25752260
SBER;D;20250528;000000;299.06;308.82;299;308.47;47995510
SBER;D;20250529;000000;308.65;309.95;305.66;306.65;24021920
SBER;D;20250530;000000;306.5;310.29;305.01;309.3;21903940
SBER;D;20250531;000000;309.31;309.84;308.31;308.74;1459500
SBER;D;20250601;000000;308.69;308.69;300.51;303.14;11904960
SBER;D;20250602;000000;302.6;311.99;302;309.63;41186650
SBER;D;20250603;000000;309.7;314.88;309.39;313.55;34901410
SBER;D;20250604;000000;314.04;318.29;311.17;313.23;53773500
SBER;D;20250605;000000;313.78;318.59;313.53;317.96;28353280
SBER;D;20250606;000000;318.35;325.43;312.52;313.13;102005180
SBER;D;20250607;000000;314;314.95;313.72;314.65;2022260
SBER;D;20250608;000000;314.66;314.88;313.61;314.35;1618500
SBER;D;20250609;000000;314.7;315.51;310;311.17;30107660
SBER;D;20250610;000000;311.22;313.3;307.55;308.68;27810150
SBER;D;20250611;000000;309.45;313.6;308.03;312;26270980
SBER;D;20250613;000000;313.29;313.39;309.53;310.2;13401660
SBER;D;20250614;000000;310.21;311.17;309.55;310.29;1445960
SBER;D;20250615;000000;310.97;311.4;309.74;310.09;1949530
SBER;D;20250616;000000;310.2;314.37;309.81;311.5;21320550
SBER;D;20250617;000000;311.62;314.93;310.5;313.56;23299910
SBER;D;20250618;000000;313.6;314.82;311.63;313.38;17594740
SBER;D;20250619;000000;313.5;316.45;312.14;312.46;30296920
SBER;D;20250620;000000;312.46;313.59;309.3;309.7;22034460
SBER;D;20250623;000000;310.71;311.44;308.04;310.17;15883280
SBER;D;20250624;000000;310.31;312.02;309;311.37;18991270
SBER;D;20250625;000000;311.6;314.29;311.57;313.78;20227180
SBER;D;20250626;000000;313.79;314.5;312.74;312.84;12960060
SBER;D;20250627;000000;313.31;315.5;313;315.18;19031620
SBER;D;20250628;000000;315.2;315.67;315.11;315.31;890790
SBER;D;20250629;000000;315.32;317.5;315.31;315.95;2641730
SBER;D;20250630;000000;315.95;317.7;314.6;316.15;26582520
SBER;D;20250701;000000;316.64;319.6;316.3;318.42;21878980
SBER;D;20250702;000000;318.96;319.85;317.41;319.43;20701250
SBER;D;20250703;000000;319.53;321.5;318.74;319.17;20286790
SBER;D;20250704;000000;318.85;321.41;317.5;319.44;17811390
SBER;D;20250705;000000;319.5;320.6;319.5;319.55;671870
SBER;D;20250706;000000;319.65;319.7;319.29;319.37;416040
SBER;D;20250707;000000;319.38;319.94;312.82;313.5;29913000
SBER;D;20250708;000000;313.34;315.31;309.6;309.71;25532140
SBER;D;20250709;000000;310.01;312.3;307.6;310.09;29871070
SBER;D;20250710;000000;310.77;315.07;310.5;314.01;23711960
SBER;D;20250711;000000;314.5;317.88;308.85;309.88;39276450
SBER;D;20250712;000000;310;311;310;310.2;873720
SBER;D;20250713;000000;310.5;310.91;308.8;309.44;1066040
SBER;D;20250714;000000;308.96;318.85;304.38;317.97;59042270
SBER;D;20250715;000000;318.16;320.43;316.6;319.99;40470270
SBER;D;20250716;000000;320;322;319.54;321.58;36861670
SBER;D;20250717;000000;321.26;329.23;321.19;327.05;91182020
SBER;D;20250718;000000;300.45;309.4;300.25;309;115982520
SBER;D;20250719;000000;309.69;313.91;309.59;312.42;9029970
SBER;D;20250720;000000;313.49;313.78;312.05;312.58;4921320
SBER;D;20250721;000000;312.99;314.56;309.31;310.4;44824260
SBER;D;20250722;000000;310.65;311.72;308.55;310.67;26942000
SBER;D;20250723;000000;311;314.49;310.78;313.08;37399400
SBER;D;20250724;000000;313.09;313.99;309.75;310.83;27841890
SBER;D;20250725;000000;310.86;311.76;306;308.93;50866870
SBER;D;20250726;000000;309.35;309.95;308.86;308.91;1339260
SBER;D;20250727;000000;308.86;309.15;308.12;308.83;1768030
SBER;D;20250728;000000;309.44;309.45;303.54;303.97;38627240
SBER;D;20250729;000000;304.77;308.26;303.05;305.26;30696940
SBER;D;20250730;000000;305.58;306.2;303.2;303.3;14499120
SBER;D;20250731;000000;303.9;305.79;302.81;304.95;19884770
SBER;D;20250801;000000;305.41;307.5;302.89;304.22;25320049
SBER;D;20250804;000000;305.3;308.12;304.5;307.95;28420639
SBER;D;20250805;000000;307.98;308.67;305.25;307.38;21486455
SBER;D;20250806;000000;307.51;312.96;303.33;310.22;59941194
SBER;D;20250807;000000;310.23;316.5;308.76;313.43;72068589
SBER;D;20250808;000000;314.66;317.98;312.6;317.97;34939213
SBER;D;20250811;000000;321.75;322.9;317.05;317.82;42213786
SBER;D;20250812;000000;318.16;318.99;316.6;318;18763803
SBER;D;20250813;000000;318.32;319.7;317.05;317.51;21125332
SBER;D;20250814;000000;317.62;319.2;314.81;318.73;26458386
SBER;D;20250815;000000;318.89;320.5;318.45;319.4;26069497
SBER;D;20250816;000000;316.86;316.88;310.03;315.17;10296497
SBER;D;20250817;000000;315.5;315.8;314.8;314.97;1902692
SBER;D;20250818;000000;315.06;319.89;314.3;318.38;35029143
SBER;D;20250819;000000;318.98;319.73;316.29;316.5;21834755
SBER;D;20250820;000000;316.53;317.51;313.02;314.17;18650993
SBER;D;20250821;000000;314.17;315.1;309.28;309.98;30810938
SBER;D;20250822;000000;310.14;312.49;309.75;312.05;15490678
SBER;D;20250823;000000;312.11;312.5;311.55;312.3;567839
SBER;D;20250824;000000;312.3;312.45;311.5;311.84;730827
SBER;D;20250825;000000;311.84;312.3;308.75;311.42;15297434
SBER;D;20250826;000000;311.3;314;310.5;311.79;11282272
SBER;D;20250827;000000;311.99;313.78;311.06;312.78;11687151
SBER;D;20250828;000000;313.03;314.5;310.12;310.82;20307465
SBER;D;20250829;000000;311.19;311.82;308.95;310.04;14851826
SBER;D;20250830;000000;309.99;310.54;309.71;309.92;780762
SBER;D;20250831;000000;309.92;311.24;309.92;310.99;1093718
SBER;D;20250901;000000;310.86;312.5;308.82;309.2;11035733
SBER;D;20250902;000000;309.19;310.1;307.05;308.44;17403266
SBER;D;20250903;000000;308.47;309.68;307.21;309.49;10479152
SBER;D;20250904;000000;309.62;310.8;307.5;308.74;12845736
SBER;D;20250905;000000;309.1;311.16;308.8;310.5;11645345
SBER;D;20250906;000000;310.5;310.9;310.1;310.13;654610
SBER;D;20250907;000000;310.13;311;310.13;310.69;734383
SBER;D;20250908;000000;310.44;313.26;310.31;312.83;16946837
SBER;D;20250909;000000;313;314.25;311.62;313.06;17113048
SBER;D;20250910;000000;313.63;313.63;309;309.76;19280818
SBER;D;20250911;000000;309.81;310.77;305.8;307.11;29434965
SBER;D;20250912;000000;307.5;308.72;302.53;303.5;39312689
SBER;D;20250913;000000;303.61;303.8;302.65;302.84;1279027
SBER;D;20250914;000000;303.18;304.25;302.72;303.97;1566130
SBER;D;20250915;000000;304.02;304.75;300.71;302.48;21938052
SBER;D;20250916;000000;303.03;304.2;299.7;301.8;26097766
SBER;D;20250917;000000;301.8;305.92;299.8;304.5;31415033
SBER;D;20250918;000000;304.7;305.05;300.66;301.68;27534217
SBER;D;20250919;000000;301.6;303.8;294.61;294.84;38916779
SBER;D;20250922;000000;295.76;299.3;292.16;298.05;41168282
SBER;D;20250923;000000;298.4;300.11;290.39;291.6;33984637
SBER;D;20250924;000000;291.8;296.64;288.4;293.31;47754214
SBER;D;20250925;000000;293.87;294.89;289.5;289.9;20997166
SBER;D;20250926;000000;290.2;292.79;288.52;291.33;22636605
SBER;D;20250927;000000;291.03;292;291.03;291.69;723038
SBER;D;20250928;000000;291.69;291.85;290.95;291.08;596818
SBER;D;20250929;000000;291.44;295.5;286.5;287.57;34949467
SBER;D;20250930;000000;287.7;289.88;285.24;288.36;29380150
SBER;D;20251001;000000;288.82;290.39;285.11;286.4;22893088
SBER;D;20251002;000000;286.4;287.15;282.8;285.22;28015457
SBER;D;20251003;000000;285.7;287.32;282.58;282.91;17097324
SBER;D;20251004;000000;283;283;279.39;280.4;5632692
SBER;D;20251005;000000;280.4;282.13;279.14;281.99;2450371
SBER;D;20251006;000000;282.4;291.17;281.82;290.56;36475432
SBER;D;20251007;000000;290;295.87;288.75;293.89;37883967
SBER;D;20251008;000000;293.95;295;278;281.9;75217775
SBER;D;20251009;000000;282.7;290.45;278.75;289.37;76138824
SBER;D;20251010;000000;289.8;289.95;284.1;285.12;34166646
SBER;D;20251011;000000;284.4;285.31;282.22;285.16;2386239
SBER;D;20251012;000000;285.12;286.85;285;286.81;1662362
SBER;D;20251013;000000;286.9;288.75;282.35;285.39;33198626
SBER;D;20251014;000000;285.5;286.99;282.05;283.3;22302785
SBER;D;20251015;000000;283.93;285.39;282;283.74;22411193
SBER;D;20251016;000000;283.9;304;282.4;302.91;94000521
SBER;D;20251017;000000;303.23;305;299.76;300.91;45255190
SBER;D;20251018;000000;301.3;304.8;301.3;304.18;6838786
SBER;D;20251019;000000;304.22;304.87;302.24;303.03;3301013
SBER;D;20251020;000000;303.96;306.15;302.71;304;24644648
SBER;D;20251021;000000;304.15;304.43;290.5;295.47;70641566
SBER;D;20251022;000000;295.53;295.77;286.76;290.02;43142080
SBER;D;20251023;000000;286.93;291.98;285.21;291.8;38674747
SBER;D;20251024;000000;292.16;294.93;286.3;287.55;47895884
SBER;D;20251027;000000;287.47;287.99;282.46;283.17;35144857
SBER;D;20251028;000000;283.22;290.7;281;289.46;36963981
SBER;D;20251029;000000;290.49;291.51;288.15;290.5;21746069
SBER;D;20251030;000000;290.49;298;289.13;296.12;37765828
SBER;D;20251031;000000;296.04;297.97;290;291.89;31672518
SBER;D;20251101;000000;292.02;294.42;290.35;293.7;12821669
SBER;D;20251103;000000;294.2;300;294.2;298.04;17961575
SBER;D;20251105;000000;297.65;298.82;293.88;295.7;33696579
SBER;D;20251106;000000;295.73;296.93;292.01;294.27;24013733
SBER;D;20251107;000000;293.72;298.09;292.52;296.84;22036536
SBER;D;20251108;000000;297.27;298.44;296.7;297.93;3197476
SBER;D;20251109;000000;297.93;298.35;297.59;297.97;604540
SBER;D;20251110;000000;297.95;302.79;297.36;300.46;39169967
SBER;D;20251111;000000;300.86;301.87;298.06;301.12;21484002
SBER;D;20251112;000000;301.2;301.89;296.81;299.09;24321750
SBER;D;20251113;000000;299;301.53;297.67;299.09;16848413
SBER;D;20251114;000000;299.09;299.7;295.5;297.44;19654461
SBER;D;20251115;000000;297.44;297.89;296.8;297.17;665258
SBER;D;20251116;000000;297.1;297.2;296.66;297;527655
SBER;D;20251117;000000;296.28;296.55;293.64;294.68;21333008
SBER;D;20251118;000000;294.68;302.86;293.33;299.44;47258651
SBER;D;20251119;000000;300;309.9;298.66;304.75;60125962
SBER;D;20251120;000000;304.76;308.88;301.78;307.89;42348818
SBER;D;20251121;000000;308.4;309.23;304.22;306.7;32303106
SBER;D;20251124;000000;308.67;309.95;303.7;305.87;26479683
SBER;D;20251125;000000;306;307.97;303;306.6;29431770
SBER;D;20251126;000000;306.48;306.87;304;304.96;12924058
SBER;D;20251127;000000;305.46;306.25;297.33;299.53;34514889
SBER;D;20251128;000000;300.82;305.26;299.05;304.17;24753297
SBER;D;20251129;000000;304.32;304.97;303.76;303.88;967797
SBER;D;20251130;000000;303.86;305.43;303.6;305.23;1979918
SBER;D;20251201;000000;305.45;306.48;303.01;305.2;20771531
SBER;D;20251202;000000;305.6;305.92;301.46;303.77;19883252
SBER;D;20251203;000000;301.08;303.76;299.1;302.85;28760504
SBER;D;20251204;000000;303.26;304.58;301.4;301.76;16599459
SBER;D;20251205;000000;301.76;307.92;301.66;307.22;34202658
SBER;D;20251208;000000;307.55;308.48;304.2;304.95;27603572
SBER;D;20251209;000000;305;307.7;304.5;306.39;22980671
SBER;D;20251210;000000;307.16;307.68;306;306.73;14578759
SBER;D;20251211;000000;306.85;309.41;305.2;307.19;44062577
SBER;D;20251212;000000;307.25;307.92;303.61;303.86;31812631
SBER;D;20251213;000000;304.32;305.34;304.32;304.77;2027722
SBER;D;20251214;000000;304.77;304.95;304.05;304.39;1557575
SBER;D;20251215;000000;304.58;305.8;303.07;305.08;27371065
SBER;D;20251216;000000;305.07;306.2;303.53;304.78;24817180
SBER;D;20251217;000000;304.8;305.88;301.78;303.5;30321667
SBER;D;20251218;000000;303.39;304.27;300.47;301.96;38419881
SBER;D;20251219;000000;302.3;303.25;298.51;299.87;51742147
SBER;D;20251220;000000;300.01;300.65;299.92;300.26;1744024
SBER;D;20251221;000000;300.3;300.49;299.49;299.92;2495134
SBER;D;20251222;000000;300.35;300.48;296.84;297.72;23591540
SBER;D;20251223;000000;298.02;301.68;297.32;300.65;18463657
SBER;D;20251224;000000;300.84;303.15;299.32;302.03;20629057
SBER;D;20251225;000000;302.31;302.72;300.07;300.26;11658617
SBER;D;20251226;000000;300.28;302.6;300.02;302.51;24758905
SBER;D;20251227;000000;302.66;303.2;302.51;302.63;1827803
SBER;D;20251228;000000;302.6;302.83;301.37;302.55;3113900
SBER;D;20251229;000000;302.99;306.2;298.5;299.7;51909803
SBER;D;20251230;000000;300.51;300.99;299.08;299.9;19964164
SBER;D;20260105;000000;299.99;300.12;296.21;298.78;15363736
SBER;D;20260106;000000;298.92;299.94;298.2;299.08;6964442
SBER;D;20260108;000000;296.85;298.5;296.35;298;10271233
SBER;D;20260109;000000;298.07;299.39;297.82;299.04;7604154
SBER;D;20260112;000000;299.19;301.4;298;299.16;16150627
SBER;D;20260113;000000;299.2;301.04;296.61;297.23;18375242
SBER;D;20260114;000000;297.34;299.78;296.02;298.58;18333345
SBER;D;20260115;000000;298.4;299.8;297.4;299.16;13237839
SBER;D;20260116;000000;299.42;301.97;298.9;301.52;20709408
SBER;D;20260117;000000;301.67;301.89;301;301.28;1061595
SBER;D;20260118;000000;301.28;301.89;301.1;301.86;860536
SBER;D;20260119;000000;302;304.73;300.34;303.62;24263375
SBER;D;20260120;000000;303.9;304.65;302.47;304.03;17131293
SBER;D;20260121;000000;304.03;306.94;303;306.49;26301529
SBER;D;20260122;000000;306.64;307;304.22;306.22;23317330
SBER;D;20260123;000000;305.97;307.36;305.3;306.88;17070878
SBER;D;20260124;000000;306.88;307.35;305.12;306.29;3320980
SBER;D;20260125;000000;306.36;307.02;305.93;306.75;1513265
SBER;D;20260126;000000;306.58;306.65;302.7;303.17;19860503
SBER;D;20260127;000000;303.23;305.3;302.86;304.92;15772320
SBER;D;20260128;000000;305.12;305.58;303.55;303.58;12733664
SBER;D;20260129;000000;303.6;311.5;303.59;308.52;53346949
SBER;D;20260130;000000;308;309.08;304.5;305.62;23622021
SBER;D;20260131;000000;305.94;306.14;305.19;305.7;1108759
SBER;D;20260201;000000;305.72;306.97;305.41;306.38;2359931
SBER;D;20260202;000000;306.48;306.48;302;304.16;25432277
SBER;D;20260203;000000;304.56;305.2;303.03;303.81;14461950
SBER;D;20260204;000000;303.97;305.8;303.17;303.86;19859161
SBER;D;20260205;000000;303.86;304.19;300.41;301.45;27533000
SBER;D;20260206;000000;301.49;302.5;300.52;300.61;11839278
SBER;D;20260207;000000;301.2;302.34;301.06;301.75;1812511
SBER;D;20260208;000000;302.19;302.4;301.41;301.67;1318036
SBER;D;20260209;000000;302.02;302.71;300.66;301.81;12184556
SBER;D;20260210;000000;301.87;304.8;301.82;302.9;27587518
SBER;D;20260211;000000;303;306.29;302.91;305.76;29806874
SBER;D;20260212;000000;306;307.25;304.75;305.2;22440889
SBER;D;20260213;000000;305.67;308.59;304.05;308.55;36814427
SBER;D;20260216;000000;308.85;312.4;308.84;311;38774229
SBER;D;20260217;000000;311.41;312;308.86;310.77;21194399
SBER;D;20260218;000000;310.5;313.96;309.54;313.4;34607362
SBER;D;20260219;000000;313.84;314.77;312.33;313.14;18992778
SBER;D;20260220;000000;313.25;314.59;312.12;314;15826360
SBER;D;20260221;000000;314.29;314.29;313.05;313.79;1315016
SBER;D;20260222;000000;313.99;314.67;313.53;313.54;1553631
SBER;D;20260223;000000;313.54;314.48;313.51;314.16;1069092
SBER;D;20260224;000000;314.52;317.16;314.05;316.15;30903923
SBER;D;20260225;000000;316.25;317.83;315.64;317.53;18958393
SBER;D;20260226;000000;317.58;318.88;315;315.6;20020222
SBER;D;20260227;000000;315.95;316.2;313.32;315.63;21078766
SBER;D;20260228;000000;315.71;315.94;313.61;314.05;5824463
SBER;D;20260301;000000;313.99;315.6;313.72;315;3308364
SBER;D;20260302;000000;315.06;315.4;312.4;313.58;21998968
SBER;D;20260303;000000;313.79;314;311;311.83;21224743
SBER;D;20260304;000000;312.11;312.7;310.5;311.1;14796588
SBER;D;20260305;000000;311.32;315.8;311.22;314.68;21974046
SBER;D;20260306;000000;315;317;314.09;314.14;14391013
SBER;D;20260309;000000;314;317.36;312.16;316.3;18572864
SBER;D;20260310;000000;316.49;319.28;313.59;314.8;33325489
SBER;D;20260311;000000;315.45;318.2;314.23;315.09;18542839
SBER;D;20260312;000000;315.49;317.28;315;316.39;14842164
SBER;D;20260313;000000;316.4;318.23;316.18;316.65;12472211
SBER;D;20260314;000000;317.16;317.68;316.68;317.26;896807
SBER;D;20260315;000000;317.5;317.7;317.13;317.63;1573824
SBER;D;20260316;000000;317.67;318.8;315.72;316.4;18817267
SBER;D;20260317;000000;316.61;319.73;315.8;319.69;26042221
SBER;D;20260318;000000;319.79;322.17;318.8;320.51;38058720
SBER;D;20260319;000000;320.92;321.43;319.21;320.77;24033664
SBER;D;20260320;000000;321;322;319.51;320.16;21749311
SBER;D;20260323;000000;320.17;320.74;314.87;316.87;34553172
SBER;D;20260324;000000;317.43;317.9;315.72;317.17;12485336
SBER;D;20260325;000000;317.36;319;316.49;317.02;8775397
SBER;D;20260326;000000;317.4;317.7;315.26;315.92;13351853
SBER;D;20260327;000000;316.3;316.69;313.5;313.88;23615827
SBER;D;20260328;000000;313.9;314.26;313.31;314.13;1050754
SBER;D;20260329;000000;314.13;314.89;314.05;314.89;856008
SBER;D;20260330;000000;315.08;316.3;312.4;314.48;25226578
SBER;D;20260331;000000;315;315.63;313.43;314.22;13038358
SBER;D;20260401;000000;314.66;317.47;314.15;316.71;18955305
SBER;D;20260402;000000;316.75;317.21;315.18;316.27;9368358
SBER;D;20260403;000000;316.49;317.41;314.21;314.65;14789488
SBER;D;20260404;000000;315.03;315.44;314.64;315.12;1017258
SBER;D;20260405;000000;315.1;315.4;314.55;315.03;915253
SBER;D;20260406;000000;315.04;319.75;314.6;318.98;35503316
SBER;D;20260407;000000;319.28;320.81;317.66;317.87;23008991
SBER;D;20260408;000000;319.39;321.18;318.4;319.4;18100813
SBER;D;20260409;000000;319.74;320.86;316;317.51;31889069
SBER;D;20260410;000000;317.99;318.79;316.57;317.29;14870899
SBER;D;20260411;000000;317.31;317.92;317.11;317.91;911221
SBER;D;20260412;000000;317.9;318.08;316.9;317.64;1701241
SBER;D;20260413;000000;317.75;317.99;315.55;316.8;16170076
SBER;D;20260414;000000;316.9;317.88;315.28;317.11;13157399
SBER;D;20260415;000000;317.7;321.66;316.45;320.91;29317336
SBER;D;20260416;000000;320.9;325.2;320.41;322.16;40882469
SBER;D;20260417;000000;322.25;324.8;321.22;323.87;25963247
SBER;D;20260418;000000;323.87;325;323.71;324.26;2564415
SBER;D;20260419;000000;324.89;325;324.02;324.75;1690601
SBER;D;20260420;000000;325.05;326.26;323.13;325.3;18701661
SBER;D;20260421;000000;325.33;325.51;324.32;324.66;1032672
